Date,Open,High,Low,Close,Volume
2024-01-02,44179.55,45200.0,44148.34,45056.0,6986.25967
2024-01-03,44946.91,45212.57,44862.11,45135.61,1410.31904
2024-01-04,42845.23,42983.77,42754.0,42874.01,1619.84247
2024-01-05,44151.1,44248.47,43950.84,44211.1,1764.77429
2024-01-06,44145.12,44214.42,43975.0,44068.8,879.60338
2024-01-07,43968.32,44259.29,43915.56,44119.11,1359.49776
2024-01-08,43929.01,43986.0,43625.18,43632.0,1712.48374
2024-01-09,46951.04,47150.0,46230.0,46668.88,4454.55224
2024-01-10,46110.0,46249.14,45788.85,45856.42,2839.97544
2024-01-11,46654.0,46721.37,46296.46,46670.01,2859.39936
2024-01-12,46339.16,46515.53,46012.8,46293.43,1773.38738
2024-01-13,42782.74,42997.29,42766.45,42801.76,2784.58772
2024-01-14,42847.99,42890.23,42664.0,42687.36,927.44774
2024-01-15,41732.35,42353.94,41718.05,42279.75,2433.52283
2024-01-16,42511.1,42674.0,42466.88,42600.0,1007.25697
2024-01-17,43137.94,43175.99,43050.01,43092.0,938.65364
2024-01-18,42776.09,42784.4,42617.31,42660.79,877.07281
2024-01-19,41327.51,41370.99,41100.0,41290.5,1141.18505
2024-01-20,41659.03,41679.52,41456.3,41482.29,1037.43812
2024-01-21,41696.05,41727.0,41629.87,41645.98,405.51248
2024-01-22,41580.32,41683.53,41467.58,41657.43,958.2692
2024-01-23,39568.02,39888.0,39511.1,39872.0,1591.36214
2024-01-24,39897.59,40250.0,39784.34,40179.52,2520.72618
2024-01-25,40084.89,40178.84,40012.0,40170.15,1009.56617
2024-01-26,39961.09,39970.71,39884.14,39895.92,473.15533
2024-01-27,41823.51,41866.67,41708.0,41785.94,930.043
2024-01-28,42120.63,42145.28,41925.0,41990.85,968.77133
2024-01-29,42031.05,42069.23,41874.94,41971.42,735.96031
2024-01-30,43302.71,43310.97,43133.9,43162.02,944.79046
2024-01-31,42941.1,43107.77,42850.0,42933.21,1782.346
2024-02-01,42580.0,42687.63,42220.85,42474.95,1507.53813
2024-02-02,43082.95,43432.63,43046.48,43174.41,1792.3848
2024-02-03,43199.99,43380.01,43151.11,43229.07,970.35215
2024-02-04,43011.1,43017.44,42880.01,43008.15,746.00106
2024-02-05,42582.88,42629.41,42355.01,42360.96,1080.113
2024-02-06,42708.7,42730.0,42591.1,42600.34,588.85344
2024-02-07,43098.96,43192.0,43049.23,43096.47,732.59917
2024-02-08,44349.6,44698.46,44331.1,44676.01,3531.43254
2024-02-09,45288.66,45400.01,45242.12,45289.1,1082.7801
2024-02-10,47132.78,47250.0,47044.88,47088.0,1111.66671
2024-02-11,47751.08,47779.57,47610.48,47732.43,751.47522
2024-02-12,48300.0,48826.81,48231.1,48604.0,3876.37218
2024-02-13,49917.28,50160.57,49904.0,50101.7,1751.68312
2024-02-14,49699.6,49712.94,49381.1,49482.81,1098.18833
2024-02-15,51795.17,52500.0,51763.47,52321.2,3790.36754
2024-02-16,51880.01,52005.5,51803.6,51914.08,1048.15528
2024-02-17,52124.1,52162.82,52003.8,52003.8,548.24468
2024-02-18,51642.64,51764.32,51544.09,51676.95,743.93552
2024-02-19,52137.68,52428.78,52101.87,52183.72,1646.47146
2024-02-20,51774.74,51832.01,51500.0,51641.82,1720.30986
2024-02-21,52258.82,52366.8,52120.0,52174.2,1154.86381
2024-02-22,51849.38,51878.18,51500.0,51532.57,1621.87014
2024-02-23,51288.42,51483.09,51263.53,51455.85,835.28774
2024-02-24,50744.15,50907.14,50694.71,50889.2,895.68617
2024-02-25,51568.21,51581.1,51442.31,51486.86,490.41291
2024-02-26,51728.85,51796.5,51621.06,51678.9,864.92638
2024-02-27,54476.48,54638.0,54450.13,54554.93,1454.51632
2024-02-28,57037.35,57100.0,56868.72,57015.34,1079.69837
2024-02-29,62432.11,62438.22,61200.11,61359.99,3948.13308
2024-03-01,61130.99,61749.0,61126.0,61501.11,1867.79902
2024-03-02,62387.9,62433.19,62101.78,62299.99,1575.64382
2024-03-03,61987.28,61996.17,61731.71,61736.9,1008.13454
2024-03-04,63113.97,64268.24,62300.0,63459.3,6837.79487
2024-03-05,68245.71,68443.72,67767.76,68034.01,2649.22191
2024-03-06,63724.01,64146.45,63390.0,63429.18,3066.23463
2024-03-07,66074.04,66250.06,65700.79,66198.31,1799.35933
2024-03-08,66823.18,67107.49,66757.0,67072.65,1571.12888
2024-03-09,68124.2,68279.0,68003.86,68100.01,1280.73695
2024-03-10,68313.28,68449.18,68200.0,68343.12,1024.01076
2024-03-11,68955.88,68955.9,67024.96,68095.99,3708.50261
2024-03-12,72078.1,72324.0,71985.89,71988.27,1750.00903
2024-03-13,71452.0,71745.0,71333.31,71410.68,1495.57601
2024-03-14,73072.4,73169.44,72759.07,72842.77,1465.88043
2024-03-15,71388.94,72419.71,71254.0,71910.01,2801.58344
2024-03-16,69499.84,70043.0,69422.68,69639.99,2334.19793
2024-03-17,65300.64,66305.54,65122.23,65220.55,4363.81885
2024-03-18,68393.47,68425.97,67286.82,67301.94,3045.95298
2024-03-19,67610.0,68124.11,66861.1,67086.96,2857.09141
2024-03-20,61937.41,63386.14,61840.0,63230.02,4342.78342
2024-03-21,67840.51,68240.47,67430.0,67656.0,2922.10611
2024-03-22,65501.28,65985.44,65360.0,65794.0,1870.24114
2024-03-23,63796.64,63804.0,63536.3,63571.99,973.70353
2024-03-24,63990.02,64576.73,63954.85,64524.0,870.29259
2024-03-25,67210.0,67318.18,66503.97,66577.34,1749.90098
2024-03-26,69880.0,70221.1,69732.8,69893.0,1197.13506
2024-03-27,69987.99,70700.0,69840.0,70619.99,1521.91332
2024-03-28,69469.99,69980.0,69382.0,69682.0,1354.66941
2024-03-29,70780.6,70827.99,70606.0,70735.8,571.19293
2024-03-30,69850.53,69936.95,69710.0,69932.9,678.92298
2024-03-31,69582.17,69963.45,69562.99,69872.29,963.49455
2024-04-01,71280.0,71288.23,70844.14,71152.86,1116.65969
2024-04-02,69649.81,69674.23,69040.0,69349.08,1454.31705
2024-04-03,65463.99,65610.0,64493.07,65387.99,4115.32826
2024-04-04,65963.27,66354.83,65824.0,66288.0,827.75629
2024-04-05,68487.8,68756.67,68166.66,68606.0,1175.08722
2024-04-06,67820.63,68065.2,67686.23,67900.57,864.08882
2024-04-07,68896.0,69150.0,68824.0,68999.99,711.73347
2024-04-08,69360.38,69432.0,69043.24,69325.99,711.34576
2024-04-09,71620.0,71758.19,71320.01,71419.99,956.13499
2024-04-10,69146.0,69304.26,69025.97,69138.81,715.56915
2024-04-11,70631.08,70663.21,70285.13,70520.01,1005.36439
2024-04-12,70006.22,70336.38,70002.22,70301.63,766.09927
2024-04-13,67116.52,67142.86,66737.64,66913.27,1313.3712
2024-04-14,63924.52,64303.87,62888.0,63672.18,4986.76877
2024-04-15,65661.85,65867.45,65283.11,65485.23,2438.29742
2024-04-16,63419.99,63719.98,62933.33,63254.74,1479.35259
2024-04-17,63793.4,64239.67,63581.16,64022.59,1510.48144
2024-04-18,61277.38,61525.91,60939.92,61514.69,1644.39366
2024-04-19,63470.09,63470.09,62654.56,62711.08,1323.61979
2024-04-20,63818.01,64263.41,63418.0,63444.51,2107.4428
2024-04-21,64940.58,64960.0,64608.0,64759.98,541.45545
2024-04-22,64941.15,65158.08,64758.93,64908.96,689.30247
2024-04-23,66819.32,67032.83,66712.96,67028.14,955.77618
2024-04-24,66414.0,66747.73,66390.0,66742.19,1061.3394
2024-04-25,64289.58,64741.47,64226.6,64557.25,1141.1356
2024-04-26,64498.33,64557.03,64111.01,64307.03,1135.47394
2024-04-27,63770.0,63923.41,62851.0,63181.99,2114.13087
2024-04-28,63461.98,63748.55,63456.86,63616.57,637.61909
2024-04-29,63118.62,63321.9,63002.86,63257.43,639.83326
2024-04-30,63866.0,64734.0,63688.04,64580.0,2057.93388
2024-05-01,60672.01,60841.63,60078.52,60240.57,1687.69405
2024-05-02,58364.97,58610.55,57641.73,57767.29,3568.72884
2024-05-03,59060.6,59131.1,58811.32,59031.81,1076.30755
2024-05-04,62882.01,63171.16,62765.41,63083.99,1013.93188
2024-05-05,63892.03,64188.0,63418.53,63509.52,1260.649
2024-05-06,64012.0,64346.24,64011.01,64218.02,560.19841
2024-05-07,63165.18,63667.0,62960.0,63545.45,928.47484
2024-05-08,62312.07,62729.77,62111.0,62586.01,1290.47582
2024-05-09,61193.03,61468.14,61144.33,61400.0,669.8655
2024-05-10,63074.0,63094.01,62742.0,62840.73,768.11834
2024-05-11,60799.99,60930.0,60650.0,60779.99,746.64617
2024-05-12,60825.99,61104.05,60804.0,60978.0,437.42056
2024-05-13,61484.0,61812.0,61483.99,61512.89,628.32045
2024-05-14,62940.09,63118.36,62721.98,62815.03,964.38605
2024-05-15,61577.49,61800.0,61319.47,61438.35,723.56318
2024-05-16,66206.51,66666.0,65942.1,66083.9,1814.28632
2024-05-17,65235.21,65508.7,65235.2,65508.69,591.23809
2024-05-18,67024.0,67095.88,66725.53,66891.59,1097.8507
2024-05-19,66915.2,66980.84,66837.39,66906.53,234.84228
2024-05-20,66274.0,66492.5,66149.43,66459.99,623.69794
2024-05-21,71446.62,71979.0,71125.37,71312.32,4404.43729
2024-05-22,70148.34,70279.99,70049.99,70120.01,1023.24236
2024-05-23,69166.62,69621.51,69166.61,69499.81,859.87459
2024-05-24,67969.66,68000.0,67628.01,67852.0,1148.17033
2024-05-25,68549.99,68679.48,68500.0,68530.89,353.66198
2024-05-26,69290.56,69319.31,69151.5,69156.0,318.21323
2024-05-27,68507.67,68821.72,68481.31,68821.71,491.97295
2024-05-28,69436.43,69472.99,69100.0,69377.41,860.35307
2024-05-29,68398.4,68605.1,68266.04,68496.0,516.50772
2024-05-30,67652.41,67843.32,67551.46,67583.0,555.8654
2024-05-31,68352.17,68465.39,68274.0,68460.0,444.97701
